timestamp_utc,file_name,file_path,size_bytes,last_write_time_utc,sha256,status,notes
"2026-04-13 23:33:27","Evaluación negocio Negocio Be Smart 1 (15 U. 28% Dcto-Bono Pie-5 años créd perfil 12).xlsx","C:\01. GitHub\BeSmart15dModel\01_RAW\ORIGINAL\Evaluación negocio Negocio Be Smart 1 (15 U. 28% Dcto-Bono Pie-5 años créd perfil 12).xlsx","121746","2026-04-13 19:54:53","6692B08CAE70743CA34302DEB3BEAA694C5779A9B3D4AC31CB3499CD88E8973F","REGISTERED",""
