hoja,celda,valor_mostrado,valor_real,formula,clasificacion,criticidad,dependencia_input,dependencia_output
Crédito Comercial 20A,H40,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I40,-228.48227737563877,=-K39*$D$6,=-K39*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K39; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J40,-166.2066283035444,=H40-I40,=H40-I40,CALCULO,MEDIA,Crédito Comercial 20A!H40; Crédito Comercial 20A!I40,
Crédito Comercial 20A,K40,54669.53994184976,=K39+J40,=K39+J40,CALCULO,MEDIA,Crédito Comercial 20A!K39; Crédito Comercial 20A!J40,
Crédito Comercial 20A,G41,34,=G40+1,=G40+1,CALCULO,MEDIA,Crédito Comercial 20A!G40,
Crédito Comercial 20A,H41,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I41,-227.78974975770734,=-K40*$D$6,=-K40*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K40; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J41,-166.89915592147582,=H41-I41,=H41-I41,CALCULO,MEDIA,Crédito Comercial 20A!H41; Crédito Comercial 20A!I41,
Crédito Comercial 20A,K41,54502.640785928284,=K40+J41,=K40+J41,CALCULO,MEDIA,Crédito Comercial 20A!K40; Crédito Comercial 20A!J41,
Crédito Comercial 20A,G42,35,=G41+1,=G41+1,CALCULO,MEDIA,Crédito Comercial 20A!G41,
Crédito Comercial 20A,H42,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I42,-227.09433660803452,=-K41*$D$6,=-K41*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K41; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J42,-167.59456907114864,=H42-I42,=H42-I42,CALCULO,MEDIA,Crédito Comercial 20A!H42; Crédito Comercial 20A!I42,
Crédito Comercial 20A,K42,54335.04621685714,=K41+J42,=K41+J42,CALCULO,MEDIA,Crédito Comercial 20A!K41; Crédito Comercial 20A!J42,
Crédito Comercial 20A,G43,36,=G42+1,=G42+1,CALCULO,MEDIA,Crédito Comercial 20A!G42,
Crédito Comercial 20A,H43,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I43,-226.3960259035714,=-K42*$D$6,=-K42*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K42; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J43,-168.29287977561177,=H43-I43,=H43-I43,CALCULO,MEDIA,Crédito Comercial 20A!H43; Crédito Comercial 20A!I43,
Crédito Comercial 20A,K43,54166.75333708153,=K42+J43,=K42+J43,CALCULO,MEDIA,Crédito Comercial 20A!K42; Crédito Comercial 20A!J43,
Crédito Comercial 20A,G44,37,=G43+1,=G43+1,CALCULO,MEDIA,Crédito Comercial 20A!G43,
Crédito Comercial 20A,H44,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I44,-225.69480557117302,=-K43*$D$6,=-K43*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K43; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J44,-168.99410010801014,=H44-I44,=H44-I44,CALCULO,MEDIA,Crédito Comercial 20A!H44; Crédito Comercial 20A!I44,
Crédito Comercial 20A,K44,53997.75923697352,=K43+J44,=K43+J44,CALCULO,MEDIA,Crédito Comercial 20A!K43; Crédito Comercial 20A!J44,
Crédito Comercial 20A,G45,38,=G44+1,=G44+1,CALCULO,MEDIA,Crédito Comercial 20A!G44,
Crédito Comercial 20A,H45,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I45,-224.99066348738967,=-K44*$D$6,=-K44*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K44; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J45,-169.6982421917935,=H45-I45,=H45-I45,CALCULO,MEDIA,Crédito Comercial 20A!H45; Crédito Comercial 20A!I45,
Crédito Comercial 20A,K45,53828.06099478173,=K44+J45,=K44+J45,CALCULO,MEDIA,Crédito Comercial 20A!K44; Crédito Comercial 20A!J45,
Crédito Comercial 20A,G46,39,=G45+1,=G45+1,CALCULO,MEDIA,Crédito Comercial 20A!G45,
Crédito Comercial 20A,H46,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I46,-224.2835874782572,=-K45*$D$6,=-K45*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K45; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J46,-170.40531820092596,=H46-I46,=H46-I46,CALCULO,MEDIA,Crédito Comercial 20A!H46; Crédito Comercial 20A!I46,
Crédito Comercial 20A,K46,53657.655676580805,=K45+J46,=K45+J46,CALCULO,MEDIA,Crédito Comercial 20A!K45; Crédito Comercial 20A!J46,
Crédito Comercial 20A,G47,40,=G46+1,=G46+1,CALCULO,MEDIA,Crédito Comercial 20A!G46,
Crédito Comercial 20A,H47,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I47,-223.5735653190867,=-K46*$D$6,=-K46*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K46; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J47,-171.11534036009647,=H47-I47,=H47-I47,CALCULO,MEDIA,Crédito Comercial 20A!H47; Crédito Comercial 20A!I47,
Crédito Comercial 20A,K47,53486.54033622071,=K46+J47,=K46+J47,CALCULO,MEDIA,Crédito Comercial 20A!K46; Crédito Comercial 20A!J47,
Crédito Comercial 20A,G48,41,=G47+1,=G47+1,CALCULO,MEDIA,Crédito Comercial 20A!G47,
Crédito Comercial 20A,H48,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I48,-222.86058473425294,=-K47*$D$6,=-K47*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K47; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J48,-171.82832094493023,=H48-I48,=H48-I48,CALCULO,MEDIA,Crédito Comercial 20A!H48; Crédito Comercial 20A!I48,
Crédito Comercial 20A,K48,53314.71201527578,=K47+J48,=K47+J48,CALCULO,MEDIA,Crédito Comercial 20A!K47; Crédito Comercial 20A!J48,
Crédito Comercial 20A,G49,42,=G48+1,=G48+1,CALCULO,MEDIA,Crédito Comercial 20A!G48,
Crédito Comercial 20A,H49,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I49,-222.1446333969824,=-K48*$D$6,=-K48*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K48; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J49,-172.54427228220075,=H49-I49,=H49-I49,CALCULO,MEDIA,Crédito Comercial 20A!H49; Crédito Comercial 20A!I49,
Crédito Comercial 20A,K49,53142.16774299358,=K48+J49,=K48+J49,CALCULO,MEDIA,Crédito Comercial 20A!K48; Crédito Comercial 20A!J49,
Crédito Comercial 20A,G50,43,=G49+1,=G49+1,CALCULO,MEDIA,Crédito Comercial 20A!G49,
Crédito Comercial 20A,H50,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I50,-221.4256989291399,=-K49*$D$6,=-K49*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K49; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J50,-173.26320675004325,=H50-I50,=H50-I50,CALCULO,MEDIA,Crédito Comercial 20A!H50; Crédito Comercial 20A!I50,
Crédito Comercial 20A,K50,52968.904536243535,=K49+J50,=K49+J50,CALCULO,MEDIA,Crédito Comercial 20A!K49; Crédito Comercial 20A!J50,
Crédito Comercial 20A,G51,44,=G50+1,=G50+1,CALCULO,MEDIA,Crédito Comercial 20A!G50,
Crédito Comercial 20A,H51,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I51,-220.70376890101474,=-K50*$D$6,=-K50*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K50; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J51,-173.98513677816842,=H51-I51,=H51-I51,CALCULO,MEDIA,Crédito Comercial 20A!H51; Crédito Comercial 20A!I51,
Crédito Comercial 20A,K51,52794.91939946537,=K50+J51,=K50+J51,CALCULO,MEDIA,Crédito Comercial 20A!K50; Crédito Comercial 20A!J51,
Crédito Comercial 20A,G52,45,=G51+1,=G51+1,CALCULO,MEDIA,Crédito Comercial 20A!G51,
Crédito Comercial 20A,H52,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I52,-219.9788308311057,=-K51*$D$6,=-K51*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K51; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J52,-174.71007484807745,=H52-I52,=H52-I52,CALCULO,MEDIA,Crédito Comercial 20A!H52; Crédito Comercial 20A!I52,
Crédito Comercial 20A,K52,52620.20932461729,=K51+J52,=K51+J52,CALCULO,MEDIA,Crédito Comercial 20A!K51; Crédito Comercial 20A!J52,
Crédito Comercial 20A,G53,46,=G52+1,=G52+1,CALCULO,MEDIA,Crédito Comercial 20A!G52,
Crédito Comercial 20A,H53,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I53,-219.25087218590537,=-K52*$D$6,=-K52*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K52; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J53,-175.4380334932778,=H53-I53,=H53-I53,CALCULO,MEDIA,Crédito Comercial 20A!H53; Crédito Comercial 20A!I53,
Crédito Comercial 20A,K53,52444.77129112401,=K52+J53,=K52+J53,CALCULO,MEDIA,Crédito Comercial 20A!K52; Crédito Comercial 20A!J53,
Crédito Comercial 20A,G54,47,=G53+1,=G53+1,CALCULO,MEDIA,Crédito Comercial 20A!G53,
Crédito Comercial 20A,H54,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I54,-218.51988037968337,=-K53*$D$6,=-K53*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K53; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J54,-176.1690252994998,=H54-I54,=H54-I54,CALCULO,MEDIA,Crédito Comercial 20A!H54; Crédito Comercial 20A!I54,
Crédito Comercial 20A,K54,52268.602265824506,=K53+J54,=K53+J54,CALCULO,MEDIA,Crédito Comercial 20A!K53; Crédito Comercial 20A!J54,
Crédito Comercial 20A,G55,48,=G54+1,=G54+1,CALCULO,MEDIA,Crédito Comercial 20A!G54,
Crédito Comercial 20A,H55,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I55,-217.78584277426876,=-K54*$D$6,=-K54*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K54; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J55,-176.9030629049144,=H55-I55,=H55-I55,CALCULO,MEDIA,Crédito Comercial 20A!H55; Crédito Comercial 20A!I55,
Crédito Comercial 20A,K55,52091.69920291959,=K54+J55,=K54+J55,CALCULO,MEDIA,Crédito Comercial 20A!K54; Crédito Comercial 20A!J55,
Crédito Comercial 20A,G56,49,=G55+1,=G55+1,CALCULO,MEDIA,Crédito Comercial 20A!G55,
Crédito Comercial 20A,H56,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I56,-217.04874667883163,=-K55*$D$6,=-K55*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K55; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J56,-177.64015900035153,=H56-I56,=H56-I56,CALCULO,MEDIA,Crédito Comercial 20A!H56; Crédito Comercial 20A!I56,
Crédito Comercial 20A,K56,51914.05904391924,=K55+J56,=K55+J56,CALCULO,MEDIA,Crédito Comercial 20A!K55; Crédito Comercial 20A!J56,
Crédito Comercial 20A,G57,50,=G56+1,=G56+1,CALCULO,MEDIA,Crédito Comercial 20A!G56,
Crédito Comercial 20A,H57,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I57,-216.3085793496635,=-K56*$D$6,=-K56*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K56; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J57,-178.38032632951968,=H57-I57,=H57-I57,CALCULO,MEDIA,Crédito Comercial 20A!H57; Crédito Comercial 20A!I57,
Crédito Comercial 20A,K57,51735.67871758972,=K56+J57,=K56+J57,CALCULO,MEDIA,Crédito Comercial 20A!K56; Crédito Comercial 20A!J57,
Crédito Comercial 20A,G58,51,=G57+1,=G57+1,CALCULO,MEDIA,Crédito Comercial 20A!G57,
Crédito Comercial 20A,H58,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I58,-215.56532798995715,=-K57*$D$6,=-K57*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K57; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J58,-179.123577689226,=H58-I58,=H58-I58,CALCULO,MEDIA,Crédito Comercial 20A!H58; Crédito Comercial 20A!I58,
Crédito Comercial 20A,K58,51556.55513990049,=K57+J58,=K57+J58,CALCULO,MEDIA,Crédito Comercial 20A!K57; Crédito Comercial 20A!J58,
Crédito Comercial 20A,G59,52,=G58+1,=G58+1,CALCULO,MEDIA,Crédito Comercial 20A!G58,
Crédito Comercial 20A,H59,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I59,-214.81897974958537,=-K58*$D$6,=-K58*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K58; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J59,-179.8699259295978,=H59-I59,=H59-I59,CALCULO,MEDIA,Crédito Comercial 20A!H59; Crédito Comercial 20A!I59,
Crédito Comercial 20A,K59,51376.68521397089,=K58+J59,=K58+J59,CALCULO,MEDIA,Crédito Comercial 20A!K58; Crédito Comercial 20A!J59,
Crédito Comercial 20A,G60,53,=G59+1,=G59+1,CALCULO,MEDIA,Crédito Comercial 20A!G59,
Crédito Comercial 20A,H60,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I60,-214.0695217248787,=-K59*$D$6,=-K59*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K59; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J60,-180.61938395430445,=H60-I60,=H60-I60,CALCULO,MEDIA,Crédito Comercial 20A!H60; Crédito Comercial 20A!I60,
Crédito Comercial 20A,K60,51196.06583001659,=K59+J60,=K59+J60,CALCULO,MEDIA,Crédito Comercial 20A!K59; Crédito Comercial 20A!J60,
Crédito Comercial 20A,G61,54,=G60+1,=G60+1,CALCULO,MEDIA,Crédito Comercial 20A!G60,
Crédito Comercial 20A,H61,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I61,-213.31694095840245,=-K60*$D$6,=-K60*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K60; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J61,-181.3719647207807,=H61-I61,=H61-I61,CALCULO,MEDIA,Crédito Comercial 20A!H61; Crédito Comercial 20A!I61,
Crédito Comercial 20A,K61,51014.693865295805,=K60+J61,=K60+J61,CALCULO,MEDIA,Crédito Comercial 20A!K60; Crédito Comercial 20A!J61,
Crédito Comercial 20A,G62,55,=G61+1,=G61+1,CALCULO,MEDIA,Crédito Comercial 20A!G61,
Crédito Comercial 20A,H62,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I62,-212.56122443873252,=-K61*$D$6,=-K61*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K61; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J62,-182.12768124045064,=H62-I62,=H62-I62,CALCULO,MEDIA,Crédito Comercial 20A!H62; Crédito Comercial 20A!I62,
Crédito Comercial 20A,K62,50832.56618405535,=K61+J62,=K61+J62,CALCULO,MEDIA,Crédito Comercial 20A!K61; Crédito Comercial 20A!J62,
Crédito Comercial 20A,G63,56,=G62+1,=G62+1,CALCULO,MEDIA,Crédito Comercial 20A!G62,
Crédito Comercial 20A,H63,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I63,-211.80235910023063,=-K62*$D$6,=-K62*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K62; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J63,-182.88654657895253,=H63-I63,=H63-I63,CALCULO,MEDIA,Crédito Comercial 20A!H63; Crédito Comercial 20A!I63,
Crédito Comercial 20A,K63,50649.6796374764,=K62+J63,=K62+J63,CALCULO,MEDIA,Crédito Comercial 20A!K62; Crédito Comercial 20A!J63,
Crédito Comercial 20A,G64,57,=G63+1,=G63+1,CALCULO,MEDIA,Crédito Comercial 20A!G63,
Crédito Comercial 20A,H64,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I64,-211.04033182281833,=-K63*$D$6,=-K63*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K63; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J64,-183.64857385636483,=H64-I64,=H64-I64,CALCULO,MEDIA,Crédito Comercial 20A!H64; Crédito Comercial 20A!I64,
Crédito Comercial 20A,K64,50466.03106362004,=K63+J64,=K63+J64,CALCULO,MEDIA,Crédito Comercial 20A!K63; Crédito Comercial 20A!J64,
Crédito Comercial 20A,G65,58,=G64+1,=G64+1,CALCULO,MEDIA,Crédito Comercial 20A!G64,
Crédito Comercial 20A,H65,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I65,-210.27512943175014,=-K64*$D$6,=-K64*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K64; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J65,-184.41377624743302,=H65-I65,=H65-I65,CALCULO,MEDIA,Crédito Comercial 20A!H65; Crédito Comercial 20A!I65,
Crédito Comercial 20A,K65,50281.6172873726,=K64+J65,=K64+J65,CALCULO,MEDIA,Crédito Comercial 20A!K64; Crédito Comercial 20A!J65,
Crédito Comercial 20A,G66,59,=G65+1,=G65+1,CALCULO,MEDIA,Crédito Comercial 20A!G65,
Crédito Comercial 20A,H66,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I66,-209.50673869738583,=-K65*$D$6,=-K65*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K65; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J66,-185.18216698179734,=H66-I66,=H66-I66,CALCULO,MEDIA,Crédito Comercial 20A!H66; Crédito Comercial 20A!I66,
Crédito Comercial 20A,K66,50096.43512039081,=K65+J66,=K65+J66,CALCULO,MEDIA,Crédito Comercial 20A!K65; Crédito Comercial 20A!J66,
Crédito Comercial 20A,G67,60,=G66+1,=G66+1,CALCULO,MEDIA,Crédito Comercial 20A!G66,
Crédito Comercial 20A,H67,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I67,-208.73514633496168,=-K66*$D$6,=-K66*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K66; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J67,-185.95375934422148,=H67-I67,=H67-I67,CALCULO,MEDIA,Crédito Comercial 20A!H67; Crédito Comercial 20A!I67,
Crédito Comercial 20A,K67,49910.481361046586,=K66+J67,=K66+J67,CALCULO,MEDIA,Crédito Comercial 20A!K66; Crédito Comercial 20A!J67,
Crédito Comercial 20A,G68,61,=G67+1,=G67+1,CALCULO,MEDIA,Crédito Comercial 20A!G67,
Crédito Comercial 20A,H68,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I68,-207.96033900436078,=-K67*$D$6,=-K67*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K67; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J68,-186.7285666748224,=H68-I68,=H68-I68,CALCULO,MEDIA,Crédito Comercial 20A!H68; Crédito Comercial 20A!I68,
Crédito Comercial 20A,K68,49723.752794371765,=K67+J68,=K67+J68,CALCULO,MEDIA,Crédito Comercial 20A!K67; Crédito Comercial 20A!J68,
Crédito Comercial 20A,G69,62,=G68+1,=G68+1,CALCULO,MEDIA,Crédito Comercial 20A!G68,
Crédito Comercial 20A,H69,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I69,-207.18230330988234,=-K68*$D$6,=-K68*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K68; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J69,-187.50660236930082,=H69-I69,=H69-I69,CALCULO,MEDIA,Crédito Comercial 20A!H69; Crédito Comercial 20A!I69,
Crédito Comercial 20A,K69,49536.246192002465,=K68+J69,=K68+J69,CALCULO,MEDIA,Crédito Comercial 20A!K68; Crédito Comercial 20A!J69,
Crédito Comercial 20A,G70,63,=G69+1,=G69+1,CALCULO,MEDIA,Crédito Comercial 20A!G69,
Crédito Comercial 20A,H70,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I70,-206.40102580001027,=-K69*$D$6,=-K69*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K69; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J70,-188.2878798791729,=H70-I70,=H70-I70,CALCULO,MEDIA,Crédito Comercial 20A!H70; Crédito Comercial 20A!I70,
Crédito Comercial 20A,K70,49347.95831212329,=K69+J70,=K69+J70,CALCULO,MEDIA,Crédito Comercial 20A!K69; Crédito Comercial 20A!J70,
Crédito Comercial 20A,G71,64,=G70+1,=G70+1,CALCULO,MEDIA,Crédito Comercial 20A!G70,
Crédito Comercial 20A,H71,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I71,-205.6164929671804,=-K70*$D$6,=-K70*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K70; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J71,-189.07241271200277,=H71-I71,=H71-I71,CALCULO,MEDIA,Crédito Comercial 20A!H71; Crédito Comercial 20A!I71,
